T1Path,GTPath,set
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0006_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0006_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0007_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0007_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0007_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0007_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0008_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0008_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0008_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0008_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0009_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0009_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0009_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0009_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0010_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0010_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0010_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0010_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0010_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0010_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0012_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0012_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0012_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0012_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0013_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0013_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0013_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0013_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0014_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0014_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0014_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0014_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0014_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0014_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0015_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0015_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0015_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0015_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0016_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0016_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0016_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0016_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0017_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0017_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0018_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0018_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0018_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0018_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0018_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0018_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0019_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0019_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0019_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0019_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0020_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0020_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0020_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0020_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0021_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0021_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0021_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0021_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0022_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0022_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0022_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0022_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0023_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0023_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0023_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0023_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0023_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0023_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0024_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0024_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0024_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0024_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0025_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0025_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0025_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0025_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0026_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0026_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0027_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0027_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0027_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0027_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0028_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0028_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0028_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0028_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0028_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0028_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0029_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0029_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0030_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0030_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0030_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0030_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0031_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0031_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0031_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0031_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0032_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0032_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0032_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0032_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0032_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0032_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0033_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0033_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0033_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0033_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0034_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0034_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0034_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0034_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0034_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0034_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0035_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0035_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0035_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0035_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0035_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0035_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0037_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0037_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0038_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0038_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0039_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0039_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0039_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0039_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0040_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0040_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0041_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0041_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0041_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0041_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0042_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0042_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0042_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0042_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0042_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0042_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0043_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0043_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0044_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0044_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0044_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0044_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0044_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0044_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0045_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0045_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0045_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0045_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0046_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0046_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0046_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0046_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0047_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0047_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0047_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0047_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0048_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0048_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0048_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0048_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0049_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0049_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0049_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0049_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0049_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0049_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0050_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0050_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
